Date,Temperature (C),Precip Type,Humidity,Wind Speed (km/h),Pressure (millibars),Summary,Ordinal
2011-04-18,9.35,0,0.96,34.6955,1002.61,18,734245
2011-04-19,7.1722222222,1,0.96,19.2395,1026.85,18,734246
2011-04-20,1.2111111111,1,1,15.2628,1026.23,18,734247
2011-04-21,1.0888888889,1,0.96,14.2163,1017.12,18,734248
2011-04-22,0.1277777778,1,0.96,14.7315,1023.46,18,734249
2011-04-23,0.15,1,1,13.685,1027.69,18,734250
2011-04-24,0.1944444444,1,0.96,17.1787,1027.4,17,734251
2011-04-25,2.2611111111,1,0.92,19.8996,1034.22,18,734252
2011-04-26,2.3333333333,1,0.99,13.8943,1040.14,18,734253
2011-04-27,3.8388888889,0,0.96,13.9426,1041.14,17,734254
2011-04-28,4.9055555556,0,1,12.1877,1039.41,18,734255
2011-04-29,6.9388888889,0,0.96,10.8836,1033.57,18,734256
2011-04-30,12.2333333333,1,1,13.7494,1019.5,18,734257
2011-05-01,21.0611111111,0,0.93,26.7099,1027.91,17,734258
2011-05-02,25.3055555556,0,0.97,11.2539,1028.2,18,734259
2011-05-03,27.1722222222,0,0.86,28.175,1021.68,18,734260
2011-05-04,13.7944444444,0,0.89,32.4737,1011.73,18,734261
2011-05-05,12.6,0,0.88,21.0427,1017.45,18,734262
2011-05-06,31.0388888889,0,0.89,15.3433,1018.05,18,734263
2011-05-07,28.9277777778,0,0.93,10.465,1019.06,18,734264
2011-05-08,32.8222222222,0,0.79,14.3129,1017.47,17,734265
2011-05-09,30.9722222222,0,0.84,23.0713,1017.9,18,734266
2011-05-10,15.9722222222,0,0.93,17.4041,1025.75,18,734267
2011-05-11,12.6611111111,0,0.92,21.2037,1033.04,18,734268
2011-05-12,12.2666666667,1,0.93,24.1983,1032.93,18,734269
2011-05-13,11.1833333333,1,0.79,22.9908,1033.13,18,734270
2011-05-14,11.2277777778,1,0.89,13.7172,1030.45,18,734271
2011-05-15,13.9833333333,1,0.92,13.685,1025.9,17,734272
2011-05-16,20.0444444444,0,0.92,26.2269,1023.78,17,734273
2011-05-17,26.0888888889,0,0.93,17.0177,1023.52,18,734274
2011-05-18,13.7833333333,0,0.94,27.6276,1027.14,18,734275
2011-05-19,10.05,0,0.96,21.1876,1028.21,18,734276
2011-05-20,10.9944444444,0,1,14.3451,1025.44,18,734277
2011-05-21,10.0888888889,0,0.94,21.4613,1023.02,18,734278
2011-05-22,13.8166666667,0,0.85,29.3664,1023.7,18,734279
2011-05-23,16.0666666667,0,0.75,26.6455,1026.69,18,734280
2011-05-24,15.05,0,0.8,32.6508,1029.76,18,734281
2011-05-25,15.0222222222,0,0.89,21.7833,1030.29,18,734282
2011-05-26,15.0222222222,0,0.9,10.6421,1030.76,18,734283
2011-05-27,25.0944444444,0,0.92,11.4632,1027.87,18,734284
2011-05-28,15.05,0,0.9,9.7727,1026.76,18,734285
2011-05-29,27,0,0.93,14.4095,1023.63,18,734286
2011-05-30,26.1111111111,0,0.93,12.7834,1021.19,18,734287
2011-05-31,23.7944444444,0,0.86,28.4487,1022.02,18,734288
2011-06-01,23.8388888889,0,0.92,22.4917,1021.47,18,734289
2011-06-02,28.5111111111,0,0.96,13.846,1019.8,18,734290
2011-06-03,28.9166666667,0,0.86,31.3306,1021.25,18,734291
2011-06-04,16.0888888889,0,0.86,20.1894,1028.92,18,734292
2011-06-05,17.2222222222,0,0.96,16.7923,1029.33,18,734293
2011-06-06,22.15,0,0.95,31.7653,1024.62,18,734294
2011-06-07,11.1611111111,0,0.99,20.1572,1026.26,18,734295
2011-06-08,19.9555555556,1,0.93,29.2537,1025.99,18,734296
2011-06-09,23.7166666667,0,1,16.7762,1025.2,18,734297
2011-06-10,24.9944444444,0,0.89,14.2324,1017.65,18,734298
2011-06-11,24.8611111111,0,0.98,28.2072,1019.29,17,734299
2011-06-12,25,0,0.93,13.4113,1020.31,18,734300
2011-06-13,23.4111111111,0,0.91,26.7582,1013.95,18,734301
2011-06-14,13.9666666667,0,1,33.7456,1018.74,18,734302
2011-06-15,20.05,0,0.94,17.4363,1021.65,18,734303
2011-06-16,23.9333333333,0,0.96,13.9587,1021.9,18,734304
2011-06-17,27.2,0,0.99,9.3702,1020.4,18,734305
2011-06-18,17.9833333333,0,1,18.4023,1009.47,18,734306
2011-06-19,27.7333333333,0,0.96,7.5348,1020.11,18,734307
2011-06-20,27.7777777778,0,0.96,12.2682,1021.51,18,734308
2011-06-21,27.2666666667,0,0.96,23.3772,1022.73,18,734309
2011-06-22,28.8166666667,0,0.96,14.7315,1021.77,18,734310
2011-06-23,27.5666666667,0,0.84,27.7242,1021.96,18,734311
2011-06-24,27.1277777778,0,0.9,21.2681,1022.05,18,734312
2011-06-25,27.8944444444,0,0.92,29.3825,1016.94,18,734313
2011-06-26,25.5666666667,0,0.9,26.6938,1019,18,734314
2011-06-27,23.8166666667,0,1,19.964,1019.55,18,734315
2011-06-28,19.0277777778,0,0.94,27.2895,1020.84,18,734316
2011-06-29,27.6833333333,0,0.92,15.9873,1021.38,18,734317
2011-06-30,13.7944444444,1,0.95,21.9926,1032.4,18,734318
2011-07-01,6.3,1,1,12.558,1033.83,18,734319
2011-07-02,3.9166666667,1,1,24.955,1034.42,18,734320
2011-07-03,17.2222222222,1,0.99,7.1162,1029.79,18,734321
2011-07-04,2.3888888889,1,0.99,13.9426,1028.39,18,734322
2011-07-05,2.9944444444,1,0.99,25.0999,1035.77,18,734323
2011-07-06,2.8944444444,1,0.94,33.971,1037.38,18,734324
2011-07-07,2.9944444444,1,1,10.8353,1033.06,18,734325
2011-07-08,13.9611111111,1,0.98,15.2628,1025.07,18,734326
2011-07-09,24.8833333333,0,1,20.9783,1026.63,18,734327
2011-07-10,15.0722222222,1,0.92,10.8997,1022.32,18,734328
2011-07-11,16.2055555556,0,0.93,17.4041,1023.64,18,734329
2011-07-12,17.7777777778,0,0.89,19.9318,1019.95,18,734330
2011-07-13,17.9166666667,0,0.88,21.8477,1021.41,18,734331
2011-07-14,18.8833333333,0,0.93,9.4346,1021.36,18,734332
2011-07-15,17.2,0,1,21.3486,1019.97,18,734333
2011-07-16,17.0611111111,0,0.92,43.792,1013.19,18,734334
2011-07-17,13.5444444444,0,0.93,28.2555,1016.04,18,734335
2011-07-18,6.0388888889,0,1,22.9908,1022.8,18,734336
2011-07-19,3.8666666667,1,0.99,24.9389,1034.25,18,734337
2011-07-20,8.9388888889,0,0.96,20.0606,1035.12,18,734338
2011-07-21,13.9111111111,1,1,7.889,1036.2,18,734339
2011-07-22,16.0888888889,0,0.86,11.6725,1033.13,18,734340
2011-07-23,17.3055555556,0,0.92,25.3092,1031.89,18,734341
2011-07-24,20.1111111111,0,0.76,19.1429,1027.15,18,734342
2011-07-25,21.0611111111,0,0.82,29.2859,1015.3,18,734343
2011-07-26,11.0166666667,0,0.95,16.5025,1019.68,18,734344
2011-07-27,11.9,0,1,15.1018,1015.79,18,734345
2011-07-28,15.0833333333,0,1,15.3916,1018.12,18,734346
2011-07-29,6.9944444444,1,1,10.5938,1034.54,18,734347
2011-07-30,18.9833333333,1,1,9.1126,1034.77,18,734348
2011-07-31,8.8833333333,1,1,40.1373,1035.25,18,734349
2011-08-01,8.7722222222,1,0.91,35.4522,1026.09,18,734350
2011-08-02,8.6388888889,1,0.92,16.6152,1031.11,18,734351
2011-08-03,12.2222222222,1,1,27.0641,1032.08,18,734352
2011-08-04,12.7777777778,1,0.99,26.9353,1026.57,18,734353
2011-08-05,12.45,1,1,13.4596,1024.32,18,734354
2011-08-06,12.2388888889,1,0.99,17.227,1024.62,18,734355
2011-08-07,9.95,1,1,15.8263,1025.47,18,734356
2011-08-08,8.9,1,1,13.7172,1022.09,18,734357
2011-08-09,10.8388888889,0,1,22.0892,1022.4,18,734358
2011-08-10,7.2944444444,1,1,23.0713,1030.89,18,734359
2011-08-11,0.4166666667,1,1,11.2217,1030.33,18,734360
2011-08-12,5.2555555556,1,1,13.5401,1026.64,18,734361
2011-08-13,7.2222222222,1,0.91,43.0031,1019.8,18,734362
2011-08-14,7.15,1,0.99,26.3557,1022.1,18,734363
2011-08-15,2.2444444444,1,0.82,16.3093,1019.48,18,734364
2011-08-16,2.1222222222,1,0.82,16.5669,1015.71,18,734365
2011-08-17,5.0444444444,1,0.89,31.6848,1012.35,18,734366
2011-08-18,4.9055555556,0,0.99,27.2895,1010.99,18,734367
2011-08-19,8.45,0,0.96,16.6796,1011.49,18,734368
2011-08-20,7.5444444444,1,0.99,15.6653,1030.81,18,734369
2011-08-21,4.0277777778,1,0.96,16.7279,1031.17,18,734370
2011-08-22,2.2888888889,1,0.99,20.0606,1017.45,18,734371
2011-08-23,1.0888888889,1,0.92,16.9211,1024.67,7,734372
2011-08-24,-0.0222222222,1,0.98,14.1197,1026.37,18,734373
2011-08-25,-2.7611111111,1,1,19.9157,1028.83,18,734374
2011-08-26,-2.8,1,1,16.6152,1029.23,18,734375
2011-08-27,2.7111111111,1,1,9.3702,1028.64,18,734376
2011-08-28,2.1777777778,1,0.99,10.6743,1029.22,18,734377
2011-08-29,1.1611111111,1,0.99,8.8067,1032.19,18,734378
2011-08-30,4.1722222222,1,1,17.0821,1032.48,18,734379
2011-08-31,26.0388888889,1,0.99,24.5364,1026.1,18,734380
2011-09-01,27.1722222222,0,0.88,24.9711,1016.01,18,734381
2011-09-02,37.6555555556,0,0.68,12.7995,1020.35,18,734382
2011-09-03,31,0,0.92,23.2645,1020.74,18,734383
2011-09-04,7.1777777778,1,0.95,12.6868,1015.78,18,734384
2011-09-05,-4.7611111111,1,0.92,15.1662,1014.41,18,734385
2011-09-06,-1.6888888889,1,0.92,23.7475,1015.44,18,734386
2011-09-07,-2.1555555556,1,0.91,28.2716,1023.16,18,734387
2011-09-08,-3.8111111111,1,0.87,24.794,1026.43,18,734388
2011-09-09,28.1555555556,1,0.78,35.3073,1025.11,18,734389
2011-09-10,29.0333333333,0,0.77,13.6689,1014.91,18,734390
2011-09-11,30.9444444444,0,0.83,15.6653,1019.04,18,734391
2011-09-12,30.9666666667,0,0.73,16.8889,1021.92,18,734392
2011-09-13,31.0833333333,0,0.78,16.9211,1024.22,18,734393
2011-09-14,32.8,0,0.9,13.0732,1022.5,18,734394
2011-09-15,34.95,0,0.8,8.6618,1022.81,18,734395
2011-09-16,36.1555555556,0,0.75,7.6153,1019,18,734396
2011-09-17,37.7277777778,0,0.81,14.49,1015.83,18,734397
2011-09-18,37.6111111111,0,0.71,27.0641,1014.6,18,734398
2011-09-19,38.8611111111,0,0.84,17.388,1013.11,18,734399
2011-09-20,32.5277777778,0,0.9,33.5041,1013.6,17,734400
2011-09-21,26.0388888889,0,0.93,28.5292,1020.78,18,734401
2011-09-22,29.9277777778,0,0.89,14.4095,1023.01,18,734402
2011-09-23,32.3333333333,0,0.9,11.0285,1019.1,18,734403
2011-09-24,32.1722222222,0,0.84,10.0786,1019.31,18,734404
2011-09-25,33.9055555556,0,0.78,21.6706,1016.11,18,734405
2011-09-26,34.8611111111,0,0.9,11.5759,1014.62,18,734406
2011-09-27,37.1055555556,0,0.93,15.9229,1013.47,18,734407
2011-09-28,37.8222222222,0,0.75,15.4399,1013.3,18,734408
2011-09-29,31.0055555556,0,0.68,27.2895,1020.24,18,734409
2011-10-02,20,0,0.94,20.7529,1013.7,7,734412
2011-10-03,21.1111111111,0,0.96,22.54,1012.9,18,734413
2011-10-04,30.8833333333,0,0.9,13.9748,1016.54,18,734414
2011-10-05,31.1333333333,0,0.69,15.1018,1020.24,18,734415
2011-10-06,27.6722222222,0,0.72,29.3181,1018.46,18,734416
2011-10-07,24.8388888889,0,0.93,28.0784,1016.45,18,734417
2011-10-08,24.7277777778,0,0.93,17.0016,1016.31,18,734418
2011-10-09,25.0166666667,0,0.94,23.3128,1014.39,18,734419
2011-10-15,16.0222222222,1,1,17.2753,1016.5,18,734425
2011-10-16,16.1111111111,1,1,27.37,1015.72,18,734426
2011-10-17,17.8277777778,0,0.96,17.71,1002.6,18,734427
2011-10-18,17.2222222222,0,0.93,20.93,1010.2,7,734428
2011-10-19,20,0,1,25.76,1011.5,18,734429
2011-10-20,20.1222222222,0,0.93,24.15,1009.4,18,734430
2011-10-21,17.2222222222,0,0.93,25.76,1016.5,18,734431
2011-10-22,22.7777777778,0,0.89,24.15,1019.18,18,734432
2011-10-23,26.1111111111,0,0.86,16.1,1023.4,17,734433
2011-10-24,27.7777777778,0,0.75,20.93,1023.56,17,734434
2011-10-25,27.8277777778,0,0.69,40.25,1020.7,18,734435
2011-10-26,25,0,0.74,25.76,1017.2,18,734436
2011-10-27,30,0,0.77,22.54,1016.97,18,734437
2011-10-28,23.8888888889,0,0.96,17.3719,1011.8,18,734438
2011-10-29,25,0,0.8,27.37,1010.3,18,734439
2011-10-30,17.3444444444,0,0.93,33.81,1004.3,18,734440
2011-10-31,20.7777777778,0,0.82,35.42,1013.44,18,734441
2011-11-01,31.0388888889,0,0.9,14.3451,1017.48,18,734442
2011-11-02,24.6722222222,0,0.93,21.5096,1017.77,13,734443
2011-11-03,25.9944444444,0,0.92,22.2341,1020.83,13,734444
2011-11-04,22.25,0,0.88,20.4792,1013.09,18,734445
2011-11-05,23.7944444444,0,0.91,26.4362,1017.4,18,734446
2011-11-06,10,0,0.57,35.42,1015.98,18,734447
2011-11-07,12.7777777778,1,0.92,16.2449,1016.2,18,734448
2011-11-10,32.7777777778,0,0.9,12.7673,1015.25,18,734451
2011-11-11,27.2222222222,0,0.86,19.0946,1019.32,18,734452
2011-11-12,26.0611111111,0,0.76,10.8353,1020.4,18,734453
2011-11-13,27.8,0,0.89,13.9748,1018.4,18,734454
2011-11-14,31.1333333333,0,0.72,27.7242,1014.89,18,734455
2011-11-15,31.1111111111,0,0.85,32.3449,1010.54,18,734456
2011-11-16,28.7444444444,0,0.97,13.2825,1015.32,18,734457
2011-11-17,19.7777777778,0,0.94,17.4524,1017.66,18,734458
2011-11-18,26,0,0.94,17.2914,1017.96,13,734459
2011-11-19,26.9944444444,0,1,14.329,1018.3,17,734460
2011-11-20,23.8166666667,0,0.9,15.2628,1020.75,17,734461
2011-11-21,24.9722222222,0,0.93,10.2718,1023.99,17,734462
2011-11-22,27.1055555556,0,0.85,11.0446,1026.68,17,734463
2011-11-23,27.1722222222,0,0.87,7.6153,1027.9,17,734464
2011-11-24,27.1722222222,0,0.93,19.9318,1027.63,17,734465
2011-11-25,24.5944444444,0,0.71,21.6867,1027.97,17,734466
2011-11-26,31.0833333333,0,0.93,9.5956,1016.48,17,734467
2011-11-27,26.0888888889,0,0.89,21.6384,1027.1,18,734468
2011-11-28,32.2666666667,0,0.87,15.0374,1016.78,18,734469
2011-11-29,32.8,0,0.92,17.4041,1020.48,13,734470
2011-11-30,27.15,0,0.96,12.3648,1020.2,13,734471
2011-12-01,7.6888888889,0,1,20.1089,1023.49,17,734472
2011-12-02,2.2666666667,1,0.99,29.3825,1025.22,13,734473
2011-12-03,-3.4,1,1,7.245,1029.9,18,734474
2011-12-04,2.8888888889,1,0.99,27.5471,1024.68,18,734475
2011-12-05,4.9555555556,0,0.95,24.6652,1023.23,17,734476
2011-12-06,10.05,0,0.95,15.3755,1022.3,18,734477
2011-12-07,17.7111111111,0,1,25.5829,1021.47,18,734478
2011-12-08,21.2888888889,0,0.87,30.0426,1016.58,18,734479
2011-12-09,37.2222222222,0,0.87,14.9247,1018.33,18,734480
2011-12-10,7.2666666667,1,1,15.4399,1021.52,18,734481
2011-12-11,9.0055555556,0,1,15.0535,1017.48,18,734482
2011-12-12,12.1944444444,0,1,17.7422,1024.69,18,734483
2011-12-13,12.0777777778,0,0.99,35.0014,1030.13,17,734484
2011-12-14,10.05,1,1,13.9909,1030.77,18,734485
2011-12-15,11.1555555556,1,1,13.7977,1027.88,17,734486
2011-12-16,3.8111111111,0,1,9.4507,1026.1,18,734487
2011-12-17,3.8444444444,1,1,9.2575,1022.34,18,734488
2011-12-18,3.2666666667,1,1,17.0982,1021.97,18,734489
2011-12-19,2.7888888889,0,1,20.0445,1024.55,17,734490
2011-12-20,1.1611111111,1,0.96,24.3593,1025.89,18,734491
2011-12-21,1.1388888889,1,1,21.574,1021.25,18,734492
2011-12-22,1.1166666667,1,1,15.295,1021.11,17,734493
2011-12-23,-0.0222222222,1,1,15.4077,1020.41,17,734494
2011-12-24,-0.9944444444,1,0.99,15.0374,1014.5,18,734495
2011-12-25,0.9722222222,1,1,19.4649,1022.58,18,734496
2011-12-26,0.1111111111,1,1,14.1197,1027.71,18,734497
2011-12-27,-2.3666666667,1,1,6.44,1028.19,17,734498
2011-12-28,-2.6444444444,1,1,7.728,1025.48,17,734499
2011-12-29,-3.3555555556,1,1,7.6797,1029.18,17,734500
2011-12-30,-2.7555555556,1,1,12.3326,1026.91,17,734501
2011-12-31,15.8722222222,1,1,24.3432,1026.11,18,734502
2012-01-01,29.8333333333,0,0.94,35.3717,1016.72,18,734503
2012-01-02,27.2722222222,0,0.9,12.88,1026.8,18,734504
2012-01-03,22.2222222222,0,0.72,20.93,1026.4,18,734505
2012-01-04,14.0111111111,0,0.9,23.0069,1029.1,17,734506
2012-01-05,17.7777777778,0,0.89,14.49,1034.97,18,734507
2012-01-06,20,0,0.75,16.1,1035.5,18,734508
2012-01-07,21.1111111111,0,0.71,11.27,1032.51,18,734509
2012-01-08,22.2222222222,0,0.82,11.27,1029.1,17,734510
2012-01-09,22.2222222222,0,0.82,13.1698,1024,18,734511
2012-01-10,23.9388888889,0,0.81,26.5167,1020.12,18,734512
2012-01-11,26.0611111111,0,0.88,21.091,1020.41,18,734513
2012-01-12,28.95,0,0.82,15.4882,1017.08,18,734514
2012-01-13,32.7944444444,0,0.88,10.7548,1014.87,18,734515
2012-01-14,28.8666666667,0,0.94,26.565,1015.99,24,734516
2012-01-15,36.1333333333,0,0.79,14.2163,1015.38,18,734517
2012-01-16,36.1111111111,0,0.83,17.0177,1014.77,18,734518
2012-01-17,29.95,0,0.97,23.2967,1009.57,17,734519
2012-01-18,18.8666666667,0,0.93,33.005,1014.21,17,734520
2012-01-19,22.1611111111,0,0.84,16.9855,1014.69,18,734521
2012-01-20,29.0888888889,0,0.85,23.0552,1011.38,18,734522
2012-01-21,32.0611111111,0,0.9,11.0929,1014.09,18,734523
2012-01-22,26.4388888889,1,0.92,15.7136,1025.9,18,734524
2012-01-23,10,1,0.93,10.7548,1036.8,18,734525
2012-01-24,11.1111111111,1,0.89,45.08,1029.83,17,734526
2012-01-25,11.1111111111,1,0.78,28.98,1020.9,17,734527
2012-01-26,12.2222222222,0,0.67,12.3004,1026.1,17,734528
2012-01-27,12.1166666667,0,0.9,22.54,1025.24,18,734529
2012-01-28,12.7777777778,0,0.89,20.93,1028.98,17,734530
2012-01-29,22.7777777778,0,0.76,17.71,1030.7,18,734531
2012-01-30,22.7777777778,0,0.63,33.81,1022.53,18,734532
2012-01-31,20,0,0.79,28.98,1024,18,734533
2012-02-01,26.4888888889,0,0.9,23.4577,1021.17,18,734534
2012-02-02,37.15,0,0.78,12.2682,1021.34,18,734535
2012-02-03,31.1555555556,0,0.85,17.1626,1021.18,17,734536
2012-02-04,32.2444444444,0,0.92,17.2592,1020.71,17,734537
2012-02-05,32.7555555556,0,0.85,17.1143,1018.37,18,734538
2012-02-06,33.8388888889,0,0.81,17.2431,1018.1,17,734539
2012-02-07,34.8222222222,0,0.87,19.8996,1018.93,17,734540
2012-02-08,29.9722222222,0,0.82,20.0767,1020.74,18,734541
2012-02-09,30.9722222222,0,0.73,14.0392,1020.74,18,734542
2012-02-10,28.0055555556,0,0.68,23.6348,1022.03,18,734543
2012-02-11,26.9777777778,0,0.97,22.2663,1019.81,17,734544
2012-02-12,25.1555555556,0,1,10.7226,1015.13,17,734545
2012-02-13,29.7388888889,0,0.97,13.0088,1014.51,17,734546
2012-02-14,32.7111111111,0,1,12.3326,1013.29,18,734547
2012-02-15,33.8611111111,0,0.93,16.7762,1011.95,18,734548
2012-02-16,35.1166666667,0,0.77,27.9013,1016.67,18,734549
2012-02-17,28.9111111111,0,0.97,16.1805,1015.18,18,734550
2012-02-18,30.95,0,0.93,23.1518,1017.15,18,734551
2012-02-19,35.1111111111,0,0.73,12.3648,1015.84,18,734552
2012-02-20,37.0277777778,0,0.64,23.6831,1011.35,17,734553
2012-02-21,35.0666666667,0,0.83,10.1752,1012.09,18,734554
2012-02-22,37.0666666667,0,0.85,17.5007,1010.95,13,734555
2012-02-23,33.8888888889,0,0.93,17.6456,1015.31,17,734556
2012-02-24,28.5055555556,0,0.82,26.1464,1014.93,18,734557
2012-02-25,27.4777777778,0,0.96,19.4649,1008.58,18,734558
2012-02-26,24.65,0,0.97,21.4774,1006.56,18,734559
2012-02-27,22.5444444444,0,0.96,23.184,1010.52,18,734560
2012-02-28,26.1833333333,0,0.93,21.7511,1021.49,18,734561
2012-02-29,29.9277777778,0,0.93,11.0446,1023.38,18,734562
2012-03-01,14.1111111111,0,0.93,17.1143,1020.87,18,734563
2012-03-02,25.0222222222,0,0.93,13.7816,1021.68,18,734564
2012-03-03,23.9055555556,0,1,28.2555,1021.32,18,734565
2012-03-04,21.0611111111,0,1,10.2557,1023.12,18,734566
2012-03-05,18.8888888889,0,1,10.143,1023.25,18,734567
2012-03-06,15.9333333333,0,1,12.1716,1022.25,18,734568
2012-03-07,12,0,1,10.9158,1018.86,18,734569
2012-03-08,16.0833333333,0,1,19.803,1012.42,18,734570
2012-03-09,17.7777777778,0,0.99,42.9226,1010.04,18,734571
2012-03-10,14.8944444444,0,0.93,30.5417,1009.77,18,734572
2012-03-11,15.0222222222,0,0.95,35.2751,997.69,22,734573
2012-03-12,14.9888888889,0,1,20.1733,1016.87,18,734574
2012-03-13,8.8222222222,0,0.99,18.0964,1014.67,18,734575
2012-03-14,20.0222222222,0,1,20.3504,1014.57,18,734576
2012-03-15,18.2888888889,0,1,36.7241,1008.13,18,734577
2012-03-16,13.75,0,1,24.633,1018.63,18,734578
2012-03-17,11.1111111111,0,0.89,20.6885,1025.92,18,734579
2012-03-18,12.8944444444,0,0.93,17.1465,1026.97,18,734580
2012-03-19,20.1166666667,0,0.94,24.955,1021.17,18,734581
2012-03-20,19.3277777778,0,0.96,16.4381,1017.9,18,734582
2012-03-21,15.0444444444,0,1,17.066,1016.2,18,734583
2012-03-22,17.15,0,0.96,15.4399,1016.31,18,734584
2012-03-23,17.7333333333,0,0.96,12.88,1016.93,18,734585
2012-03-24,14.3277777778,0,1,9.3541,1014.1,18,734586
2012-03-25,22.0666666667,0,1,21.5257,1010.85,18,734587
2012-03-26,20.7277777778,0,0.96,36.1445,1014.71,18,734588
2012-03-27,17.8,0,0.96,17.8388,1023.69,18,734589
2012-03-28,22.1277777778,0,0.96,15.6492,1024.71,18,734590
2012-03-29,24.8833333333,0,1,19.5776,1022.72,23,734591
2012-03-30,24.8833333333,0,1,13.5884,1020.61,24,734592
2012-03-31,22.1944444444,1,0.87,33.6973,1022.09,18,734593
2012-04-01,2.2,1,0.96,36.4504,1019.23,18,734594
2012-04-02,7.4111111111,1,1,16.9533,1018.43,18,734595
2012-04-03,1.0166666667,1,0.82,32.9245,1017.39,18,734596
2012-04-04,-2.1111111111,1,0.95,25.2287,1029.19,18,734597
2012-04-05,-2.2222222222,1,0.9,12.88,1035.2,18,734598
2012-04-06,-8.8888888889,1,0.92,12.88,1035.3,17,734599
2012-04-07,-7.6722222222,1,0.86,16.1,1030.1,18,734600
2012-04-08,-3.8888888889,1,0.92,14.49,1025.8,17,734601
2012-04-09,1.1388888889,1,0.96,17.0177,1017.89,18,734602
2012-04-10,1.6222222222,0,1,12.6063,1016.7,18,734603
2012-04-11,2.7833333333,0,1,19.5937,1014.51,18,734604
2012-04-12,3.8666666667,0,1,16.7118,1016.5,18,734605
2012-04-13,4.0055555556,0,1,9.9498,1021.16,18,734606
2012-04-14,4.8888888889,0,1,20.6724,1021.11,17,734607
2012-04-15,2.8444444444,1,1,16.5025,1021.45,18,734608
2012-04-16,-2.2333333333,1,1,10.8997,1021.31,18,734609
2012-04-17,-2.1722222222,1,1,10.8675,1025.17,17,734610
2012-04-18,1.0388888889,1,0.99,21.5418,1022.81,18,734611
2012-04-19,6.1611111111,1,1,16.9372,1020.66,18,734612
2012-04-20,11.8944444444,0,1,19.0463,1018.72,18,734613
2012-04-21,7.8944444444,0,1,22.8459,1020.69,18,734614
2012-04-22,7.6388888889,1,1,32.2805,1030.41,18,734615
2012-04-23,2.6666666667,1,1,25.2287,1032.5,18,734616
2012-04-24,2.2055555556,1,0.99,28.0462,1030.91,18,734617
2012-04-25,4.5388888889,1,1,13.2664,1028.98,18,734618
2012-04-26,-0.6277777778,1,1,16.7601,1023.18,18,734619
2012-04-27,3.9555555556,1,1,23.4738,1011.69,18,734620
2012-04-28,1.2444444444,1,1,14.9569,1010.42,18,734621
2012-04-29,-1.1055555556,1,1,23.345,1017.51,20,734622
2012-04-30,13.3333333333,1,0.99,35.8547,1013.47,18,734623
2012-05-01,13.3111111111,0,1,28.4487,1011.59,18,734624
2012-05-02,30.9333333333,0,0.84,20.9461,1018.75,18,734625
2012-05-03,32.1111111111,0,0.96,25.8083,1021.49,18,734626
2012-05-04,22.1277777778,0,0.99,21.2037,1020.35,18,734627
2012-05-05,22.3111111111,0,0.93,11.8979,1019.62,18,734628
2012-05-06,29.8111111111,0,0.93,20.3021,1015.16,18,734629
2012-05-07,26.0388888889,0,0.85,29.2054,1011.99,18,734630
2012-05-08,29.95,0,0.84,22.6527,1013.55,18,734631
2012-05-09,32.0166666667,0,0.91,23.2484,1014.64,18,734632
2012-05-10,3.8666666667,0,1,20.0284,1011.57,18,734633
2012-05-11,21.1555555556,0,1,23.3128,1018.8,18,734634
2012-05-12,12.0888888889,1,0.95,24.7618,1018.52,22,734635
2012-05-13,8.9777777778,1,0.93,17.066,1015.96,17,734636
2012-05-14,22.7777777778,0,1,4.7495,1018.85,17,734637
2012-05-15,21.0166666667,0,0.93,23.0391,1021.75,17,734638
2012-05-16,25.9722222222,0,0.88,12.2199,1021.4,18,734639
2012-05-17,22.7555555556,0,0.94,38.6883,1016.69,17,734640
2012-05-18,14.95,0,0.89,34.293,1020.93,18,734641
2012-05-19,19.4222222222,0,1,20.286,1018.92,18,734642
2012-05-20,31.0388888889,0,0.75,15.0535,1020.72,18,734643
2012-05-21,30.9888888889,0,0.68,23.4738,1019.29,18,734644
2012-05-22,28.9333333333,0,0.56,26.1142,1015.06,17,734645
2012-05-23,19.7388888889,0,0.96,24.955,1009.5,18,734646
2012-05-24,22.3222222222,0,1,15.617,1011.88,18,734647
2012-05-25,22.3611111111,0,0.87,26.7904,1016.67,18,734648
2012-05-26,23.8388888889,0,0.93,24.7779,1017.93,18,734649
2012-05-27,23.8388888889,0,0.77,10.8353,1018.23,18,734650
2012-05-28,27.6333333333,0,0.8,15.6975,1017.51,18,734651
2012-05-29,27.0277777778,0,0.96,25.0999,1019.58,18,734652
2012-05-30,14.3777777778,0,1,29.3664,1022.69,18,734653
2012-05-31,17.8222222222,0,0.93,21.2359,1023.39,18,734654
2012-06-01,21.1277777778,0,0.93,16.9694,1022.1,18,734655
2012-06-02,13.8166666667,0,1,41.0228,1021.52,18,734656
2012-06-03,17.0722222222,0,1,24.0534,1023.83,18,734657
2012-06-04,7.9444444444,0,1,11.0446,1024.69,18,734658
2012-06-05,8.8277777778,0,0.96,15.4238,1026.92,18,734659
2012-06-06,8.9611111111,0,0.97,10.7548,1025.33,18,734660
2012-06-07,11.0888888889,0,1,8.3881,1025.92,18,734661
2012-06-08,8.8166666667,0,1,13.9426,1023.86,18,734662
2012-06-09,12.1277777778,0,1,15.4882,1020.78,18,734663
2012-06-10,21.1111111111,0,0.89,29.0444,1013.6,18,734664
